"year","state","election_date","start_date","end_date","poll_date","pollster","sample_size","poll_dem","poll_rep"
2016,"Florida",2016-11-08,2016-10-10,2016-10-11,2016-10-10,"Opinion Savvy/InsiderAdvantage",533,46.9,44.1
2016,"District of Columbia",2016-11-08,2016-10-10,2016-10-14,2016-10-12,"Google Consumer Surveys",62,58.06,21.25
2016,"New Hampshire",2016-11-08,2016-10-10,2016-10-14,2016-10-12,"Google Consumer Surveys",71,47.86,23.29
2016,"North Dakota",2016-11-08,2016-10-10,2016-10-14,2016-10-12,"Google Consumer Surveys",72,17.11,41.53
2016,"Hawaii",2016-11-08,2016-10-10,2016-10-14,2016-10-12,"Google Consumer Surveys",66,51.35,20.4
2016,"West Virginia",2016-11-08,2016-10-10,2016-10-14,2016-10-12,"Google Consumer Surveys",115,23.1,58.73
2016,"Delaware",2016-11-08,2016-10-10,2016-10-14,2016-10-12,"Google Consumer Surveys",93,41.18,28.45
2016,"Vermont",2016-11-08,2016-10-10,2016-10-14,2016-10-12,"Google Consumer Surveys",71,65.93,10.76
2016,"South Dakota",2016-11-08,2016-10-10,2016-10-14,2016-10-12,"Google Consumer Surveys",91,28.56,38.29
2016,"Alaska",2016-11-08,2016-10-10,2016-10-14,2016-10-12,"Google Consumer Surveys",71,34.6,29.98
2016,"Maine",2016-11-08,2016-10-10,2016-10-14,2016-10-12,"Google Consumer Surveys",82,42.77,25.71
2016,"Rhode Island",2016-11-08,2016-10-10,2016-10-14,2016-10-12,"Google Consumer Surveys",45,57.33,13.05
2016,"Wyoming",2016-11-08,2016-10-10,2016-10-14,2016-10-12,"Google Consumer Surveys",61,16.58,51.9
2016,"Idaho",2016-11-08,2016-10-10,2016-10-14,2016-10-12,"Google Consumer Surveys",161,23.38,33.65
2016,"Montana",2016-11-08,2016-10-10,2016-10-14,2016-10-12,"Google Consumer Surveys",141,27.78,28.31
2016,"Nevada",2016-11-08,2016-10-10,2016-10-14,2016-10-12,"Google Consumer Surveys",253,33.6,35.34
2016,"Arkansas",2016-11-08,2016-10-10,2016-10-14,2016-10-12,"Google Consumer Surveys",189,34.43,38.13
2016,"Nebraska",2016-11-08,2016-10-10,2016-10-14,2016-10-12,"Google Consumer Surveys",217,27.82,40.76
2016,"Mississippi",2016-11-08,2016-10-10,2016-10-14,2016-10-12,"Google Consumer Surveys",212,22.04,53.32
2016,"Oklahoma",2016-11-08,2016-10-10,2016-10-14,2016-10-12,"Google Consumer Surveys",216,33.66,44.49
2016,"New Mexico",2016-11-08,2016-10-10,2016-10-14,2016-10-12,"Google Consumer Surveys",214,40.3,22.32
2016,"Louisiana",2016-11-08,2016-10-10,2016-10-14,2016-10-12,"Google Consumer Surveys",280,25.82,49.54
2016,"Kansas",2016-11-08,2016-10-10,2016-10-14,2016-10-12,"Google Consumer Surveys",264,45.87,26.74
2016,"Tennessee",2016-11-08,2016-10-10,2016-10-14,2016-10-12,"Google Consumer Surveys",406,31.08,43
2016,"South Carolina",2016-11-08,2016-10-10,2016-10-14,2016-10-12,"Google Consumer Surveys",344,29.99,44.27
2016,"Kentucky",2016-11-08,2016-10-10,2016-10-14,2016-10-12,"Google Consumer Surveys",328,29.49,41.89
2016,"Iowa",2016-11-08,2016-10-10,2016-10-14,2016-10-12,"Google Consumer Surveys",359,32.59,35.59
2016,"Alabama",2016-11-08,2016-10-10,2016-10-14,2016-10-12,"Google Consumer Surveys",373,19.61,54.78
2016,"Connecticut",2016-11-08,2016-10-10,2016-10-14,2016-10-12,"Google Consumer Surveys",262,48.96,27.69
2016,"Massachusetts",2016-11-08,2016-10-10,2016-10-14,2016-10-12,"Google Consumer Surveys",421,52.83,18.93
2016,"Oregon",2016-11-08,2016-10-10,2016-10-14,2016-10-12,"Google Consumer Surveys",358,43.67,24.5
2016,"Maryland",2016-11-08,2016-10-10,2016-10-14,2016-10-12,"Google Consumer Surveys",349,47.49,24.96
2016,"Georgia",2016-11-08,2016-10-10,2016-10-14,2016-10-12,"Google Consumer Surveys",489,30.22,41.25
2016,"Washington",2016-11-08,2016-10-10,2016-10-14,2016-10-12,"Google Consumer Surveys",571,43.16,26.71
2016,"Minnesota",2016-11-08,2016-10-10,2016-10-14,2016-10-12,"Google Consumer Surveys",597,35.74,30.31
2016,"Missouri",2016-11-08,2016-10-10,2016-10-14,2016-10-12,"Google Consumer Surveys",608,37.93,26.95
2016,"Indiana",2016-11-08,2016-10-10,2016-10-14,2016-10-12,"Google Consumer Surveys",665,38.24,32.72
2016,"Virginia",2016-11-08,2016-10-10,2016-10-14,2016-10-12,"Google Consumer Surveys",530,40.76,28.22
2016,"Colorado",2016-11-08,2016-10-10,2016-10-14,2016-10-12,"Google Consumer Surveys",496,42.95,23.66
2016,"Arizona",2016-11-08,2016-10-10,2016-10-14,2016-10-12,"Google Consumer Surveys",519,40.02,30.69
2016,"Michigan",2016-11-08,2016-10-10,2016-10-14,2016-10-12,"Google Consumer Surveys",581,33.6,33.62
2016,"North Carolina",2016-11-08,2016-10-10,2016-10-14,2016-10-12,"Google Consumer Surveys",559,35.61,38.39
2016,"Wisconsin",2016-11-08,2016-10-10,2016-10-14,2016-10-12,"Google Consumer Surveys",669,42.17,27.33
2016,"Ohio",2016-11-08,2016-10-10,2016-10-14,2016-10-12,"Google Consumer Surveys",782,34.87,35.98
2016,"Pennsylvania",2016-11-08,2016-10-10,2016-10-14,2016-10-12,"Google Consumer Surveys",717,38.86,36.06
2016,"New Jersey",2016-11-08,2016-10-10,2016-10-14,2016-10-12,"Google Consumer Surveys",658,39.82,32.04
2016,"Texas",2016-11-08,2016-10-10,2016-10-14,2016-10-12,"Google Consumer Surveys",978,29.79,41.49
2016,"Illinois",2016-11-08,2016-10-10,2016-10-14,2016-10-12,"Google Consumer Surveys",930,36.05,32.23
2016,"Florida",2016-11-08,2016-10-10,2016-10-14,2016-10-12,"Google Consumer Surveys",964,36.93,39.19
2016,"New York",2016-11-08,2016-10-10,2016-10-14,2016-10-12,"Google Consumer Surveys",912,47.36,27.7
2016,"California",2016-11-08,2016-10-10,2016-10-14,2016-10-12,"Google Consumer Surveys",1166,48.27,26.89
2016,"Utah",2016-11-08,2016-10-10,2016-10-14,2016-10-12,"Google Consumer Surveys",261,15.11,21.41
2016,"Kansas",2016-11-08,2016-10-11,2016-10-15,2016-10-13,"SurveyUSA",581,36,47
2016,"Nevada",2016-11-08,2016-10-11,2016-10-12,2016-10-11,"Public Opinion Strategies",600,45,39
2016,"Alaska",2016-11-08,2016-10-11,2016-10-13,2016-10-12,"Lake Research Partners",500,36,37
2016,"Louisiana",2016-11-08,2016-10-11,2016-10-15,2016-10-13,"JMC Enterprises",800,38,45
2016,"Indiana",2016-11-08,2016-10-11,2016-10-13,2016-10-12,"Monmouth University",402,41,45
2016,"New Hampshire",2016-11-08,2016-10-11,2016-10-17,2016-10-14,"University of New Hampshire",755,49,34
2016,"Georgia",2016-11-08,2016-10-11,2016-10-12,2016-10-11,"Landmark Communications",1400,42.3,47.8
2016,"Florida",2016-11-08,2016-10-11,2016-10-13,2016-10-12,"Gravis Marketing",1799,46,42
2016,"Virginia",2016-11-08,2016-10-11,2016-10-14,2016-10-12,"Christopher Newport University",809,44,29
2016,"Arizona",2016-11-08,2016-10-11,2016-10-12,2016-10-11,"Data Orbital",550,43,42
2016,"New Mexico",2016-11-08,2016-10-11,2016-10-11,2016-10-11,"Zia Poll",1536,46,36
2016,"Michigan",2016-11-08,2016-10-11,2016-10-11,2016-10-11,"Mitchell Research & Communications",1429,47,37
2016,"Nevada",2016-11-08,2016-10-12,2016-10-14,2016-10-13,"YouGov",996,46,40
2016,"Virginia",2016-11-08,2016-10-12,2016-10-15,2016-10-13,"Tarrance Group",500,47,38
2016,"West Virginia",2016-11-08,2016-10-12,2016-10-17,2016-10-14,"Global Strategy Group",601,31,58
2016,"Florida",2016-11-08,2016-10-12,2016-10-13,2016-10-12,"Public Policy Polling",985,46,42
2016,"New Jersey",2016-11-08,2016-10-12,2016-10-16,2016-10-14,"Fairleigh Dickinson University (PublicMind)",293,49,35
2016,"Utah",2016-11-08,2016-10-12,2016-10-14,2016-10-13,"YouGov",951,20,37
2016,"Kentucky",2016-11-08,2016-10-12,2016-10-14,2016-10-13,"Google Consumer Surveys",816,28.4,31.8
2016,"Utah",2016-11-08,2016-10-12,2016-10-18,2016-10-15,"Dan Jones & Associates",818,25,30
2016,"Colorado",2016-11-08,2016-10-12,2016-10-13,2016-10-12,"Magellan Strategies",500,40,35
2016,"Colorado",2016-11-08,2016-10-12,2016-10-13,2016-10-12,"Gravis Marketing",1226,44,39
2016,"Wisconsin",2016-11-08,2016-10-13,2016-10-16,2016-10-14,"St. Norbert College",664,47,39
2016,"California",2016-11-08,2016-10-13,2016-10-15,2016-10-14,"SurveyUSA",725,56,30
2016,"Massachusetts",2016-11-08,2016-10-13,2016-10-16,2016-10-14,"MassINC Polling Group",502,54,28
2016,"New York",2016-11-08,2016-10-13,2016-10-17,2016-10-15,"Siena College",611,54,30
2016,"Illinois",2016-11-08,2016-10-13,2016-10-13,2016-10-13,"Illinois Public Opinion Strategies",644,50,31.5
2016,"Nebraska",2016-11-08,2016-10-13,2016-11-02,2016-10-23,"Ipsos",328,31.34,52.38
2016,"Mississippi",2016-11-08,2016-10-13,2016-11-02,2016-10-23,"Ipsos",261,31.66,56.41
2016,"Pennsylvania",2016-11-08,2016-10-13,2016-10-20,2016-10-16,"Rasmussen Reports/Pulse Opinion Research",875,44,41
2016,"Ohio",2016-11-08,2016-10-13,2016-10-20,2016-10-16,"Rasmussen Reports/Pulse Opinion Research",875,42,43
2016,"North Carolina",2016-11-08,2016-10-13,2016-10-20,2016-10-16,"Rasmussen Reports/Pulse Opinion Research",875,46,41
2016,"Florida",2016-11-08,2016-10-13,2016-10-20,2016-10-16,"Rasmussen Reports/Pulse Opinion Research",875,47,41
2016,"California",2016-11-08,2016-10-14,2016-10-23,2016-10-18,"Public Policy Institute of California",1024,54,28
2016,"North Carolina",2016-11-08,2016-10-14,2016-10-17,2016-10-15,"National Research, Inc.",600,44,42
2016,"North Carolina",2016-11-08,2016-10-14,2016-10-16,2016-10-15,"SurveyUSA",651,46,44
2016,"Nevada",2016-11-08,2016-10-14,2016-10-17,2016-10-15,"Monmouth University",413,47,40
2016,"Tennessee",2016-11-08,2016-10-14,2016-10-17,2016-10-15,"icitizen",508,34,44
2016,"Arizona",2016-11-08,2016-10-14,2016-10-14,2016-10-14,"HighGround",400,38.5,36.5
2016,"Texas",2016-11-08,2016-10-14,2016-10-23,2016-10-18,"YouGov",959,42,45
2016,"Maine",2016-11-08,2016-10-14,2016-10-15,2016-10-14,"Maine People's Resource Center",890,42,36
2016,"North Carolina",2016-11-08,2016-10-14,2016-10-27,2016-10-20,"Ipsos",644,47.99,43.77
2016,"Indiana",2016-11-08,2016-10-14,2016-10-27,2016-10-20,"Ipsos",368,38.9,53.54
2016,"Georgia",2016-11-08,2016-10-14,2016-10-27,2016-10-20,"Ipsos",583,43.11,47.84
2016,"New Jersey",2016-11-08,2016-10-14,2016-10-27,2016-10-20,"Ipsos",800,50.95,34.25
2016,"Virginia",2016-11-08,2016-10-14,2016-10-27,2016-10-20,"Ipsos",697,48.11,39.3
2016,"West Virginia",2016-11-08,2016-10-14,2016-11-02,2016-10-23,"Ipsos",228,33.94,57.74
2016,"Missouri",2016-11-08,2016-10-14,2016-10-27,2016-10-20,"Ipsos",334,41.67,47.61
2016,"Maryland",2016-11-08,2016-10-14,2016-10-27,2016-10-20,"Ipsos",394,53.64,33.56
2016,"Michigan",2016-11-08,2016-10-14,2016-10-20,2016-10-17,"Ipsos",441,45.18,40.82
2016,"Arizona",2016-11-08,2016-10-14,2016-10-27,2016-10-20,"Ipsos",552,43.32,42.1
2016,"Colorado",2016-11-08,2016-10-14,2016-10-27,2016-10-20,"Ipsos",439,45.51,43.35
2016,"Washington",2016-11-08,2016-10-14,2016-10-27,2016-10-20,"Ipsos",457,46.58,37.44
2016,"Tennessee",2016-11-08,2016-10-14,2016-10-27,2016-10-20,"Ipsos",401,35.41,42.95
2016,"Wisconsin",2016-11-08,2016-10-14,2016-10-27,2016-10-20,"Ipsos",522,46.75,41.62
2016,"Minnesota",2016-11-08,2016-10-14,2016-10-27,2016-10-20,"Ipsos",509,40.56,37.43
2016,"Arkansas",2016-11-08,2016-10-14,2016-11-02,2016-10-23,"Ipsos",413,37.33,52.4
2016,"Massachusetts",2016-11-08,2016-10-14,2016-10-27,2016-10-20,"Ipsos",494,56.14,26.81
2016,"Pennsylvania",2016-11-08,2016-10-14,2016-10-20,2016-10-17,"Ipsos",553,49.13,38.7
2016,"Kansas",2016-11-08,2016-10-14,2016-11-03,2016-10-24,"Ipsos",341,37.62,52.76
2016,"Oklahoma",2016-11-08,2016-10-14,2016-11-03,2016-10-24,"Ipsos",421,29.68,60.28
2016,"Louisiana",2016-11-08,2016-10-14,2016-11-03,2016-10-24,"Ipsos",445,35.83,53.2
2016,"Illinois",2016-11-08,2016-10-14,2016-10-20,2016-10-17,"Ipsos",371,57.33,27.64
2016,"Iowa",2016-11-08,2016-10-14,2016-11-03,2016-10-24,"Ipsos",386,45.04,44.16
2016,"Nevada",2016-11-08,2016-10-14,2016-11-03,2016-10-24,"Ipsos",309,47.22,41.66
2016,"New York",2016-11-08,2016-10-14,2016-10-20,2016-10-17,"Ipsos",346,53.73,30.1
2016,"Texas",2016-11-08,2016-10-14,2016-10-20,2016-10-17,"Ipsos",405,39.04,52.23
2016,"California",2016-11-08,2016-10-14,2016-10-20,2016-10-17,"Ipsos",503,63.82,25.62
2016,"Florida",2016-11-08,2016-10-14,2016-10-20,2016-10-17,"Ipsos",631,48.01,44.38
2016,"Arizona",2016-11-08,2016-10-14,2016-10-20,2016-10-17,"Ipsos",300,42.59,44.59
2016,"North Carolina",2016-11-08,2016-10-14,2016-10-20,2016-10-17,"Ipsos",377,47.13,43.37
2016,"Wisconsin",2016-11-08,2016-10-15,2016-10-18,2016-10-16,"Monmouth University",403,47,40
2016,"Louisiana",2016-11-08,2016-10-15,2016-10-21,2016-10-18,"The Times-Picayune/Lucid",614,40,43
2016,"Louisiana",2016-11-08,2016-10-15,2016-10-21,2016-10-18,"University of New Orleans",603,35,49
2016,"Georgia",2016-11-08,2016-10-15,2016-10-18,2016-10-16,"Clout Research/Wenzel Strategies",627,43.1,45.8
2016,"Utah",2016-11-08,2016-10-15,2016-10-16,2016-10-15,"Rasmussen Reports/Pulse Opinion Research",750,28,30
2016,"Maine",2016-11-08,2016-10-15,2016-10-19,2016-10-17,"Google Consumer Surveys",137,36.58,36.27
2016,"Alaska",2016-11-08,2016-10-15,2016-10-19,2016-10-17,"Google Consumer Surveys",111,28.07,36.9
2016,"Hawaii",2016-11-08,2016-10-15,2016-10-19,2016-10-17,"Google Consumer Surveys",94,49.02,27.28
2016,"New Hampshire",2016-11-08,2016-10-15,2016-10-19,2016-10-17,"Google Consumer Surveys",89,41.91,29.45
2016,"Rhode Island",2016-11-08,2016-10-15,2016-10-19,2016-10-17,"Google Consumer Surveys",70,45.07,32.76
2016,"Delaware",2016-11-08,2016-10-15,2016-10-19,2016-10-17,"Google Consumer Surveys",113,37.21,28.18
2016,"Vermont",2016-11-08,2016-10-15,2016-10-19,2016-10-17,"Google Consumer Surveys",91,48.17,21.49
2016,"District of Columbia",2016-11-08,2016-10-15,2016-10-19,2016-10-17,"Google Consumer Surveys",66,65.81,7.06
2016,"Arkansas",2016-11-08,2016-10-15,2016-10-19,2016-10-17,"Google Consumer Surveys",238,27.32,44.58
2016,"South Dakota",2016-11-08,2016-10-15,2016-10-19,2016-10-17,"Google Consumer Surveys",101,28.25,44.01
2016,"Idaho",2016-11-08,2016-10-15,2016-10-19,2016-10-17,"Google Consumer Surveys",182,26.63,38.39
2016,"Wyoming",2016-11-08,2016-10-15,2016-10-19,2016-10-17,"Google Consumer Surveys",76,27.37,46.11
2016,"West Virginia",2016-11-08,2016-10-15,2016-10-19,2016-10-17,"Google Consumer Surveys",111,26.82,45.26
2016,"Nevada",2016-11-08,2016-10-15,2016-10-19,2016-10-17,"Google Consumer Surveys",259,36.7,35.81
2016,"North Dakota",2016-11-08,2016-10-15,2016-10-19,2016-10-17,"Google Consumer Surveys",66,27.46,37.9
2016,"Nebraska",2016-11-08,2016-10-15,2016-10-19,2016-10-17,"Google Consumer Surveys",227,31.74,38.71
2016,"New Mexico",2016-11-08,2016-10-15,2016-10-19,2016-10-17,"Google Consumer Surveys",249,40.02,26.18
2016,"Oklahoma",2016-11-08,2016-10-15,2016-10-19,2016-10-17,"Google Consumer Surveys",249,27.45,41.34
2016,"Mississippi",2016-11-08,2016-10-15,2016-10-19,2016-10-17,"Google Consumer Surveys",237,31.1,45.01
2016,"Louisiana",2016-11-08,2016-10-15,2016-10-19,2016-10-17,"Google Consumer Surveys",312,25.88,51.95
2016,"Montana",2016-11-08,2016-10-15,2016-10-19,2016-10-17,"Google Consumer Surveys",125,38.19,34.88
2016,"Kansas",2016-11-08,2016-10-15,2016-10-19,2016-10-17,"Google Consumer Surveys",286,38.59,29.67
2016,"Kentucky",2016-11-08,2016-10-15,2016-10-19,2016-10-17,"Google Consumer Surveys",398,33.15,43.68
2016,"South Carolina",2016-11-08,2016-10-15,2016-10-19,2016-10-17,"Google Consumer Surveys",387,29.2,45.11
2016,"Iowa",2016-11-08,2016-10-15,2016-10-19,2016-10-17,"Google Consumer Surveys",424,34.22,32.63
2016,"Connecticut",2016-11-08,2016-10-15,2016-10-19,2016-10-17,"Google Consumer Surveys",344,40.38,33.37
2016,"Alabama",2016-11-08,2016-10-15,2016-10-19,2016-10-17,"Google Consumer Surveys",445,23.68,53.37
2016,"Oregon",2016-11-08,2016-10-15,2016-10-19,2016-10-17,"Google Consumer Surveys",470,47.73,23.55
2016,"Tennessee",2016-11-08,2016-10-15,2016-10-19,2016-10-17,"Google Consumer Surveys",401,26.92,44.64
2016,"Massachusetts",2016-11-08,2016-10-15,2016-10-19,2016-10-17,"Google Consumer Surveys",485,48.34,23.72
2016,"Maryland",2016-11-08,2016-10-15,2016-10-19,2016-10-17,"Google Consumer Surveys",414,49.12,25.44
2016,"Georgia",2016-11-08,2016-10-15,2016-10-19,2016-10-17,"Google Consumer Surveys",551,33.26,42.1
2016,"Washington",2016-11-08,2016-10-15,2016-10-19,2016-10-17,"Google Consumer Surveys",594,45.72,25.4
2016,"Virginia",2016-11-08,2016-10-15,2016-10-19,2016-10-17,"Google Consumer Surveys",644,40.71,31.13
2016,"Arizona",2016-11-08,2016-10-15,2016-10-19,2016-10-17,"Google Consumer Surveys",629,41.78,31.4
2016,"Colorado",2016-11-08,2016-10-15,2016-10-19,2016-10-17,"Google Consumer Surveys",600,44.08,25.6
2016,"Minnesota",2016-11-08,2016-10-15,2016-10-19,2016-10-17,"Google Consumer Surveys",596,35.95,28.73
2016,"Indiana",2016-11-08,2016-10-15,2016-10-19,2016-10-17,"Google Consumer Surveys",717,35.95,33.04
2016,"North Carolina",2016-11-08,2016-10-15,2016-10-19,2016-10-17,"Google Consumer Surveys",648,37.81,38.07
2016,"Missouri",2016-11-08,2016-10-15,2016-10-19,2016-10-17,"Google Consumer Surveys",587,37.53,34.42
2016,"Michigan",2016-11-08,2016-10-15,2016-10-19,2016-10-17,"Google Consumer Surveys",637,37.41,28.49
2016,"Wisconsin",2016-11-08,2016-10-15,2016-10-19,2016-10-17,"Google Consumer Surveys",725,38.22,28.86
2016,"New Jersey",2016-11-08,2016-10-15,2016-10-19,2016-10-17,"Google Consumer Surveys",792,41.22,32.52
2016,"Ohio",2016-11-08,2016-10-15,2016-10-19,2016-10-17,"Google Consumer Surveys",865,33.83,38.97
2016,"Texas",2016-11-08,2016-10-15,2016-10-19,2016-10-17,"Google Consumer Surveys",1163,33.31,40.79
2016,"Illinois",2016-11-08,2016-10-15,2016-10-19,2016-10-17,"Google Consumer Surveys",1105,38.96,29.27
2016,"New York",2016-11-08,2016-10-15,2016-10-19,2016-10-17,"Google Consumer Surveys",1165,44.04,28.96
2016,"California",2016-11-08,2016-10-15,2016-10-19,2016-10-17,"Google Consumer Surveys",1384,47.95,26.85
2016,"Florida",2016-11-08,2016-10-15,2016-10-19,2016-10-17,"Google Consumer Surveys",987,38.49,38.56
2016,"Pennsylvania",2016-11-08,2016-10-15,2016-10-19,2016-10-17,"Google Consumer Surveys",555,36.67,35.97
2016,"Utah",2016-11-08,2016-10-15,2016-10-19,2016-10-17,"Google Consumer Surveys",281,26.62,21.68
2016,"Illinois",2016-11-08,2016-10-16,2016-10-18,2016-10-17,"Victory Research",1200,51.2,36.1
2016,"Michigan",2016-11-08,2016-10-16,2016-10-19,2016-10-17,"Marketing Resource Group (MRG)",600,41,36
2016,"Florida",2016-11-08,2016-10-16,2016-10-19,2016-10-17,"Cherry Communications",507,46,42
2016,"Virginia",2016-11-08,2016-10-16,2016-10-19,2016-10-17,"Christopher Newport University",834,45,33
2016,"Pennsylvania",2016-11-08,2016-10-16,2016-10-23,2016-10-19,"Rasmussen Reports/Pulse Opinion Research",875,45,41
2016,"North Carolina",2016-11-08,2016-10-16,2016-10-23,2016-10-19,"Rasmussen Reports/Pulse Opinion Research",875,47,41
2016,"Ohio",2016-11-08,2016-10-16,2016-10-23,2016-10-19,"Rasmussen Reports/Pulse Opinion Research",875,42,43
2016,"Florida",2016-11-08,2016-10-16,2016-10-23,2016-10-19,"Rasmussen Reports/Pulse Opinion Research",875,46,41
2016,"Georgia",2016-11-08,2016-10-17,2016-10-20,2016-10-18,"Time/Abt SRBI",839,42,44
2016,"New Hampshire",2016-11-08,2016-10-17,2016-10-21,2016-10-19,"YouGov",772,43,38
2016,"Louisiana",2016-11-08,2016-10-17,2016-10-19,2016-10-18,"Mason-Dixon Polling & Research, Inc.",625,34,54
2016,"North Carolina",2016-11-08,2016-10-17,2016-10-18,2016-10-17,"The Times-Picayune/Lucid",924,42,41
2016,"Florida",2016-11-08,2016-10-17,2016-10-18,2016-10-17,"The Times-Picayune/Lucid",892,45,39
2016,"Virginia",2016-11-08,2016-10-17,2016-10-18,2016-10-17,"The Times-Picayune/Lucid",802,43,38
2016,"Georgia",2016-11-08,2016-10-17,2016-10-18,2016-10-17,"The Times-Picayune/Lucid",807,44,40
2016,"Ohio",2016-11-08,2016-10-17,2016-10-19,2016-10-18,"Suffolk University",500,45,45
2016,"Colorado",2016-11-08,2016-10-17,2016-10-24,2016-10-20,"University of Colorado",1004,44,34
2016,"Pennsylvania",2016-11-08,2016-10-17,2016-10-19,2016-10-18,"Emerson College",800,45,41
2016,"Louisiana",2016-11-08,2016-10-17,2016-11-06,2016-10-27,"Ipsos",461,36.12,51.56
2016,"Oklahoma",2016-11-08,2016-10-17,2016-11-06,2016-10-27,"Ipsos",432,29.85,60.78
2016,"Iowa",2016-11-08,2016-10-17,2016-11-06,2016-10-27,"Ipsos",416,44.07,43.87
2016,"Kansas",2016-11-08,2016-10-17,2016-11-06,2016-10-27,"Ipsos",361,38.22,54.45
2016,"Arkansas",2016-11-08,2016-10-17,2016-11-06,2016-10-27,"Ipsos",331,38.14,53.35
2016,"Nevada",2016-11-08,2016-10-17,2016-11-06,2016-10-27,"Ipsos",339,45.39,42.15
2016,"Utah",2016-11-08,2016-10-17,2016-10-19,2016-10-18,"Emerson College",700,24,27
2016,"New Hampshire",2016-11-08,2016-10-17,2016-10-19,2016-10-18,"Emerson College",900,44,36
2016,"Missouri",2016-11-08,2016-10-17,2016-10-19,2016-10-18,"Emerson College",600,39,47
2016,"Arizona",2016-11-08,2016-10-17,2016-10-18,2016-10-17,"Data Orbital",550,41,41
2016,"North Carolina",2016-11-08,2016-10-17,2016-10-24,2016-10-20,"Rasmussen Reports/Pulse Opinion Research",875,46,43
2016,"Ohio",2016-11-08,2016-10-17,2016-10-24,2016-10-20,"Rasmussen Reports/Pulse Opinion Research",875,42,44
2016,"Pennsylvania",2016-11-08,2016-10-17,2016-10-24,2016-10-20,"Rasmussen Reports/Pulse Opinion Research",875,45,40
2016,"Florida",2016-11-08,2016-10-17,2016-10-24,2016-10-20,"Rasmussen Reports/Pulse Opinion Research",875,46,43
2016,"Wyoming",2016-11-08,2016-10-17,2016-10-25,2016-10-21,"SurveyMonkey",361,25,59
2016,"District of Columbia",2016-11-08,2016-10-17,2016-10-25,2016-10-21,"SurveyMonkey",504,88,5
2016,"North Dakota",2016-11-08,2016-10-17,2016-10-25,2016-10-21,"SurveyMonkey",339,31,49
2016,"Delaware",2016-11-08,2016-10-17,2016-10-25,2016-10-21,"SurveyMonkey",528,52,34
2016,"Alaska",2016-11-08,2016-10-17,2016-10-25,2016-10-21,"SurveyMonkey",443,31,46
2016,"Rhode Island",2016-11-08,2016-10-17,2016-10-25,2016-10-21,"SurveyMonkey",488,49,37
2016,"Montana",2016-11-08,2016-10-17,2016-10-25,2016-10-21,"SurveyMonkey",475,35,52
2016,"Hawaii",2016-11-08,2016-10-17,2016-10-25,2016-10-21,"SurveyMonkey",459,49,34
2016,"Vermont",2016-11-08,2016-10-17,2016-10-25,2016-10-21,"SurveyMonkey",446,54,23
2016,"South Dakota",2016-11-08,2016-10-17,2016-10-25,2016-10-21,"SurveyMonkey",377,32,52
2016,"West Virginia",2016-11-08,2016-10-17,2016-10-25,2016-10-21,"SurveyMonkey",379,29,61
2016,"New Hampshire",2016-11-08,2016-10-17,2016-10-25,2016-10-21,"SurveyMonkey",779,49,37
2016,"New Mexico",2016-11-08,2016-10-17,2016-10-25,2016-10-21,"SurveyMonkey",1095,41,34
2016,"Mississippi",2016-11-08,2016-10-17,2016-10-25,2016-10-21,"SurveyMonkey",704,42,50
2016,"Idaho",2016-11-08,2016-10-17,2016-10-25,2016-10-21,"SurveyMonkey",438,29,50
2016,"Kansas",2016-11-08,2016-10-17,2016-10-25,2016-10-21,"SurveyMonkey",1688,36,48
2016,"Maryland",2016-11-08,2016-10-17,2016-10-25,2016-10-21,"SurveyMonkey",915,61,27
2016,"Arkansas",2016-11-08,2016-10-17,2016-10-25,2016-10-21,"SurveyMonkey",498,33,54
2016,"Maine",2016-11-08,2016-10-17,2016-10-25,2016-10-21,"SurveyMonkey",370,51,35
2016,"Nevada",2016-11-08,2016-10-17,2016-10-25,2016-10-21,"SurveyMonkey",967,44,44
2016,"Nebraska",2016-11-08,2016-10-17,2016-10-25,2016-10-21,"SurveyMonkey",461,33,52
2016,"South Carolina",2016-11-08,2016-10-17,2016-10-25,2016-10-21,"SurveyMonkey",1900,43,45
2016,"Louisiana",2016-11-08,2016-10-17,2016-10-25,2016-10-21,"SurveyMonkey",388,38,53
2016,"Missouri",2016-11-08,2016-10-17,2016-10-25,2016-10-21,"SurveyMonkey",716,36,50
2016,"Iowa",2016-11-08,2016-10-17,2016-10-25,2016-10-21,"SurveyMonkey",1229,40,44
2016,"Utah",2016-11-08,2016-10-17,2016-10-25,2016-10-21,"SurveyMonkey",969,28,33
2016,"Virginia",2016-11-08,2016-10-17,2016-10-25,2016-10-21,"SurveyMonkey",2459,48,39
2016,"Illinois",2016-11-08,2016-10-17,2016-10-25,2016-10-21,"SurveyMonkey",1091,52,34
2016,"Massachusetts",2016-11-08,2016-10-17,2016-10-25,2016-10-21,"SurveyMonkey",675,61,28
2016,"Alabama",2016-11-08,2016-10-17,2016-10-25,2016-10-21,"SurveyMonkey",415,36,52
2016,"Oklahoma",2016-11-08,2016-10-17,2016-10-25,2016-10-21,"SurveyMonkey",493,32,56
2016,"Washington",2016-11-08,2016-10-17,2016-10-25,2016-10-21,"SurveyMonkey",687,51,34
2016,"New Jersey",2016-11-08,2016-10-17,2016-10-25,2016-10-21,"SurveyMonkey",590,52,36
2016,"Minnesota",2016-11-08,2016-10-17,2016-10-25,2016-10-21,"SurveyMonkey",566,47,36
