"state","year","election_date","start_date","end_date","poll_date","pollster","sample_size","poll_dem","poll_rep","real_dem","real_rep","candidate","logp","id","row_id","Abbrev","week"
"Georgia","2020","2020-11-03","2020-09-24","2020-10-21",2020-10-07,"SurveyMonkey",6420,49,49,49.5,49.3,"D",-0.010152371464018,2183,2183,"GA",4
"Georgia","2020","2020-11-03","2020-10-17","2020-10-20",2020-10-18,"Citizen Data",1000,48.15,43.74,49.5,49.3,"D",-0.0276515313305101,2184,2184,"GA",3
"Georgia","2020","2020-11-03","2020-10-11","2020-10-20",2020-10-15,"Morning Consult",1672,48,48,49.5,49.3,"D",-0.0307716586667537,2185,2185,"GA",3
"Georgia","2020","2020-11-03","2020-09-23","2020-10-20",2020-10-06,"SurveyMonkey",6145,52,46,49.5,49.3,"D",0.0492710490067828,2186,2186,"GA",5
"Georgia","2020","2020-11-03","2020-09-23","2020-10-20",2020-10-06,"SurveyMonkey",6145,50,49,49.5,49.3,"D",0.0100503358535015,2187,2187,"GA",5
"Georgia","2020","2020-11-03","2020-10-17","2020-10-19",2020-10-18,"Emerson College",506,47,48.4,49.5,49.3,"D",-0.051825067864586,2188,2188,"GA",3
"Georgia","2020","2020-11-03","2020-10-13","2020-10-19",2020-10-16,"Siena College/The New York Times Upshot",759,45,45,49.5,49.3,"D",-0.0953101798043249,2189,2189,"GA",3
"Georgia","2020","2020-11-03","2020-09-22","2020-10-19",2020-10-05,"SurveyMonkey",5979,52,46,49.5,49.3,"D",0.0492710490067828,2190,2190,"GA",5
"Georgia","2020","2020-11-03","2020-09-22","2020-10-19",2020-10-05,"SurveyMonkey",5979,49,49,49.5,49.3,"D",-0.010152371464018,2191,2191,"GA",5
"Georgia","2020","2020-11-03","2020-09-21","2020-10-18",2020-10-04,"SurveyMonkey",5795,52,46,49.5,49.3,"D",0.0492710490067828,2192,2192,"GA",5
"Georgia","2020","2020-11-03","2020-09-21","2020-10-18",2020-10-04,"SurveyMonkey",5795,50,48,49.5,49.3,"D",0.0100503358535015,2193,2193,"GA",5
"Georgia","2020","2020-11-03","2020-09-20","2020-10-17",2020-10-03,"SurveyMonkey",5725,52,46,49.5,49.3,"D",0.0492710490067828,2194,2194,"GA",5
"Georgia","2020","2020-11-03","2020-09-20","2020-10-17",2020-10-03,"SurveyMonkey",5725,50,49,49.5,49.3,"D",0.0100503358535015,2195,2195,"GA",5
"Georgia","2020","2020-11-03","2020-09-19","2020-10-16",2020-10-02,"SurveyMonkey",5617,51,46,49.5,49.3,"D",0.0298529631496811,2196,2196,"GA",5
"Georgia","2020","2020-11-03","2020-09-19","2020-10-16",2020-10-02,"SurveyMonkey",5617,49,49,49.5,49.3,"D",-0.010152371464018,2197,2197,"GA",5
"Georgia","2020","2020-11-03","2020-10-12","2020-10-15",2020-10-13,"National Research Inc.",800,49,45,49.5,49.3,"D",-0.010152371464018,2198,2198,"GA",4
"Georgia","2020","2020-11-03","2020-09-18","2020-10-15",2020-10-01,"SurveyMonkey",5376,52,46,49.5,49.3,"D",0.0492710490067828,2199,2199,"GA",5
"Georgia","2020","2020-11-03","2020-09-18","2020-10-15",2020-10-01,"SurveyMonkey",5376,50,49,49.5,49.3,"D",0.0100503358535015,2200,2200,"GA",5
"Georgia","2020","2020-11-03","2020-10-11","2020-10-14",2020-10-12,"Garin-Hart-Yang Research Group",600,51,44,49.5,49.3,"D",0.0298529631496811,2201,2201,"GA",4
"Georgia","2020","2020-11-03","2020-09-17","2020-10-14",2020-09-30,"SurveyMonkey",5029,51,46,49.5,49.3,"D",0.0298529631496811,2202,2202,"GA",5
"Georgia","2020","2020-11-03","2020-09-17","2020-10-14",2020-09-30,"SurveyMonkey",5029,49,49,49.5,49.3,"D",-0.010152371464018,2203,2203,"GA",5
"Georgia","2020","2020-11-03","2020-10-08","2020-10-12",2020-10-10,"SurveyUSA",677,48,46,49.5,49.3,"D",-0.0307716586667537,2204,2204,"GA",4
"Georgia","2020","2020-11-03","2020-10-08","2020-10-12",2020-10-10,"Quinnipiac University",1040,51,44,49.5,49.3,"D",0.0298529631496811,2205,2205,"GA",4
"Georgia","2020","2020-11-03","2020-10-08","2020-10-11",2020-10-09,"Data for Progress",782,46,46,49.5,49.3,"D",-0.0733312730855496,2206,2206,"GA",4
"Georgia","2020","2020-11-03","2020-10-02","2020-10-11",2020-10-06,"Morning Consult",1837,47,49,49.5,49.3,"D",-0.051825067864586,2207,2207,"GA",5
"Georgia","2020","2020-11-03","2020-10-08","2020-10-09",2020-10-08,"Public Policy Polling",528,47,46,49.5,49.3,"D",-0.051825067864586,2208,2208,"GA",4
"Georgia","2020","2020-11-03","2020-10-07","2020-10-07",2020-10-07,"Landmark Communications",600,46.8,48.6,49.5,49.3,"D",-0.0560894666510436,2209,2209,"GA",4
"Georgia","2020","2020-11-03","2020-09-27","2020-10-06",2020-10-01,"University of Georgia",1106,46.4,47.5,49.5,49.3,"D",-0.0646732103424351,2210,2210,"GA",5
"Georgia","2020","2020-11-03","2020-09-30","2020-09-30",2020-09-30,"Landmark Communications",500,46.6,44.9,49.5,49.3,"D",-0.0603721284430444,2211,2211,"GA",5
"Hawaii","2020","2020-11-03","2020-10-20","2020-11-01",2020-10-26,"SurveyMonkey",619,65,31,63.7,34.3,"D",0.0202027073175195,2212,2212,"HI",2
"Hawaii","2020","2020-11-03","2020-10-20","2020-11-01",2020-10-26,"SurveyMonkey",619,66,31,63.7,34.3,"D",0.0354701794483078,2213,2213,"HI",2
"Hawaii","2020","2020-11-03","2020-10-18","2020-10-31",2020-10-24,"SurveyMonkey",631,64,32,63.7,34.3,"D",0.00469852078155411,2214,2214,"HI",2
"Hawaii","2020","2020-11-03","2020-10-18","2020-10-31",2020-10-24,"SurveyMonkey",631,66,32,63.7,34.3,"D",0.0354701794483078,2215,2215,"HI",2
"Hawaii","2020","2020-11-03","2020-10-17","2020-10-30",2020-10-23,"SurveyMonkey",646,63,33,63.7,34.3,"D",-0.011049836186585,2216,2216,"HI",2
"Hawaii","2020","2020-11-03","2020-10-17","2020-10-30",2020-10-23,"SurveyMonkey",646,65,32,63.7,34.3,"D",0.0202027073175195,2217,2217,"HI",2
"Hawaii","2020","2020-11-03","2020-10-16","2020-10-29",2020-10-22,"SurveyMonkey",649,63,34,63.7,34.3,"D",-0.011049836186585,2218,2218,"HI",2
"Hawaii","2020","2020-11-03","2020-10-16","2020-10-29",2020-10-22,"SurveyMonkey",649,65,32,63.7,34.3,"D",0.0202027073175195,2219,2219,"HI",2
"Hawaii","2020","2020-11-03","2020-10-01","2020-10-28",2020-10-14,"SurveyMonkey",1263,62,35,63.7,34.3,"D",-0.0270501775330262,2220,2220,"HI",3
"Hawaii","2020","2020-11-03","2020-10-01","2020-10-28",2020-10-14,"SurveyMonkey",1263,63,34,63.7,34.3,"D",-0.011049836186585,2221,2221,"HI",3
"Hawaii","2020","2020-11-03","2020-09-30","2020-10-27",2020-10-13,"SurveyMonkey",1231,63,34,63.7,34.3,"D",-0.011049836186585,2222,2222,"HI",4
"Hawaii","2020","2020-11-03","2020-09-30","2020-10-27",2020-10-13,"SurveyMonkey",1231,64,34,63.7,34.3,"D",0.00469852078155411,2223,2223,"HI",4
"Hawaii","2020","2020-11-03","2020-09-28","2020-10-25",2020-10-11,"SurveyMonkey",1187,63,34,63.7,34.3,"D",-0.011049836186585,2224,2224,"HI",4
"Hawaii","2020","2020-11-03","2020-09-28","2020-10-25",2020-10-11,"SurveyMonkey",1187,64,34,63.7,34.3,"D",0.00469852078155411,2225,2225,"HI",4
"Hawaii","2020","2020-11-03","2020-09-27","2020-10-24",2020-10-10,"SurveyMonkey",1172,62,35,63.7,34.3,"D",-0.0270501775330262,2226,2226,"HI",4
"Hawaii","2020","2020-11-03","2020-09-27","2020-10-24",2020-10-10,"SurveyMonkey",1172,64,34,63.7,34.3,"D",0.00469852078155411,2227,2227,"HI",4
"Hawaii","2020","2020-11-03","2020-09-26","2020-10-23",2020-10-09,"SurveyMonkey",1153,62,35,63.7,34.3,"D",-0.0270501775330262,2228,2228,"HI",4
"Hawaii","2020","2020-11-03","2020-09-26","2020-10-23",2020-10-09,"SurveyMonkey",1153,63,34,63.7,34.3,"D",-0.011049836186585,2229,2229,"HI",4
"Hawaii","2020","2020-11-03","2020-09-24","2020-10-22",2020-10-08,"SurveyMonkey",1137,63,34,63.7,34.3,"D",-0.011049836186585,2230,2230,"HI",4
"Hawaii","2020","2020-11-03","2020-09-24","2020-10-22",2020-10-08,"SurveyMonkey",1137,65,33,63.7,34.3,"D",0.0202027073175195,2231,2231,"HI",4
"Hawaii","2020","2020-11-03","2020-09-24","2020-10-21",2020-10-07,"SurveyMonkey",1088,63,33,63.7,34.3,"D",-0.011049836186585,2232,2232,"HI",4
"Hawaii","2020","2020-11-03","2020-09-24","2020-10-21",2020-10-07,"SurveyMonkey",1088,66,32,63.7,34.3,"D",0.0354701794483078,2233,2233,"HI",4
"Hawaii","2020","2020-11-03","2020-09-23","2020-10-20",2020-10-06,"SurveyMonkey",1054,64,33,63.7,34.3,"D",0.00469852078155411,2234,2234,"HI",5
"Hawaii","2020","2020-11-03","2020-09-23","2020-10-20",2020-10-06,"SurveyMonkey",1054,66,32,63.7,34.3,"D",0.0354701794483078,2235,2235,"HI",5
"Hawaii","2020","2020-11-03","2020-09-22","2020-10-19",2020-10-05,"SurveyMonkey",1013,65,32,63.7,34.3,"D",0.0202027073175195,2236,2236,"HI",5
"Hawaii","2020","2020-11-03","2020-09-22","2020-10-19",2020-10-05,"SurveyMonkey",1013,66,32,63.7,34.3,"D",0.0354701794483078,2237,2237,"HI",5
"Hawaii","2020","2020-11-03","2020-09-21","2020-10-18",2020-10-04,"SurveyMonkey",987,65,33,63.7,34.3,"D",0.0202027073175195,2238,2238,"HI",5
"Hawaii","2020","2020-11-03","2020-09-21","2020-10-18",2020-10-04,"SurveyMonkey",987,66,32,63.7,34.3,"D",0.0354701794483078,2239,2239,"HI",5
"Hawaii","2020","2020-11-03","2020-09-20","2020-10-17",2020-10-03,"SurveyMonkey",975,65,33,63.7,34.3,"D",0.0202027073175195,2240,2240,"HI",5
"Hawaii","2020","2020-11-03","2020-09-20","2020-10-17",2020-10-03,"SurveyMonkey",975,66,32,63.7,34.3,"D",0.0354701794483078,2241,2241,"HI",5
"Hawaii","2020","2020-11-03","2020-09-19","2020-10-16",2020-10-02,"SurveyMonkey",934,65,32,63.7,34.3,"D",0.0202027073175195,2242,2242,"HI",5
"Hawaii","2020","2020-11-03","2020-09-19","2020-10-16",2020-10-02,"SurveyMonkey",934,67,31,63.7,34.3,"D",0.0505080568128484,2243,2243,"HI",5
"Hawaii","2020","2020-11-03","2020-09-17","2020-10-15",2020-10-01,"SurveyMonkey",896,66,31,63.7,34.3,"D",0.0354701794483078,2244,2244,"HI",5
"Hawaii","2020","2020-11-03","2020-09-17","2020-10-15",2020-10-01,"SurveyMonkey",896,67,31,63.7,34.3,"D",0.0505080568128484,2245,2245,"HI",5
"Hawaii","2020","2020-11-03","2020-09-17","2020-10-14",2020-09-30,"SurveyMonkey",829,63,34,63.7,34.3,"D",-0.011049836186585,2246,2246,"HI",5
"Hawaii","2020","2020-11-03","2020-09-17","2020-10-14",2020-09-30,"SurveyMonkey",829,64,34,63.7,34.3,"D",0.00469852078155411,2247,2247,"HI",5
"Hawaii","2020","2020-11-03","2020-10-02","2020-10-07",2020-10-04,"MRG Research",988,61,28,63.7,34.3,"D",-0.0433106984048065,2248,2248,"HI",5
"Idaho","2020","2020-11-03","2020-10-20","2020-11-01",2020-10-26,"SurveyMonkey",824,40,57,33.1,63.9,"D",0.189346171730919,2249,2249,"ID",2
"Idaho","2020","2020-11-03","2020-10-20","2020-11-01",2020-10-26,"SurveyMonkey",824,40,58,33.1,63.9,"D",0.189346171730919,2250,2250,"ID",2
"Idaho","2020","2020-11-03","2020-10-18","2020-10-31",2020-10-24,"SurveyMonkey",878,40,58,33.1,63.9,"D",0.189346171730919,2251,2251,"ID",2
"Idaho","2020","2020-11-03","2020-10-18","2020-10-31",2020-10-24,"SurveyMonkey",878,39,59,33.1,63.9,"D",0.164028363746629,2252,2252,"ID",2
"Idaho","2020","2020-11-03","2020-10-17","2020-10-30",2020-10-23,"SurveyMonkey",882,39,59,33.1,63.9,"D",0.164028363746629,2253,2253,"ID",2
"Idaho","2020","2020-11-03","2020-10-17","2020-10-30",2020-10-23,"SurveyMonkey",882,38,60,33.1,63.9,"D",0.138052877343369,2254,2254,"ID",2
"Idaho","2020","2020-11-03","2020-10-16","2020-10-29",2020-10-22,"SurveyMonkey",911,39,59,33.1,63.9,"D",0.164028363746629,2255,2255,"ID",2
"Idaho","2020","2020-11-03","2020-10-16","2020-10-29",2020-10-22,"SurveyMonkey",911,38,60,33.1,63.9,"D",0.138052877343369,2256,2256,"ID",2
"Idaho","2020","2020-11-03","2020-10-01","2020-10-28",2020-10-14,"SurveyMonkey",1799,40,57,33.1,63.9,"D",0.189346171730919,2257,2257,"ID",3
"Idaho","2020","2020-11-03","2020-10-01","2020-10-28",2020-10-14,"SurveyMonkey",1799,40,58,33.1,63.9,"D",0.189346171730919,2258,2258,"ID",3
"Idaho","2020","2020-11-03","2020-09-30","2020-10-27",2020-10-13,"SurveyMonkey",1758,40,57,33.1,63.9,"D",0.189346171730919,2259,2259,"ID",4
"Idaho","2020","2020-11-03","2020-09-30","2020-10-27",2020-10-13,"SurveyMonkey",1758,40,58,33.1,63.9,"D",0.189346171730919,2260,2260,"ID",4
"Idaho","2020","2020-11-03","2020-09-28","2020-10-25",2020-10-11,"SurveyMonkey",1679,40,58,33.1,63.9,"D",0.189346171730919,2261,2261,"ID",4
"Idaho","2020","2020-11-03","2020-09-28","2020-10-25",2020-10-11,"SurveyMonkey",1679,40,58,33.1,63.9,"D",0.189346171730919,2262,2262,"ID",4
"Idaho","2020","2020-11-03","2020-09-27","2020-10-24",2020-10-10,"SurveyMonkey",1669,40,58,33.1,63.9,"D",0.189346171730919,2263,2263,"ID",4
"Idaho","2020","2020-11-03","2020-09-27","2020-10-24",2020-10-10,"SurveyMonkey",1669,40,58,33.1,63.9,"D",0.189346171730919,2264,2264,"ID",4
"Idaho","2020","2020-11-03","2020-09-25","2020-10-23",2020-10-09,"SurveyMonkey",1651,40,58,33.1,63.9,"D",0.189346171730919,2265,2265,"ID",4
"Idaho","2020","2020-11-03","2020-09-25","2020-10-23",2020-10-09,"SurveyMonkey",1651,40,58,33.1,63.9,"D",0.189346171730919,2266,2266,"ID",4
"Idaho","2020","2020-11-03","2020-09-24","2020-10-22",2020-10-08,"SurveyMonkey",1625,40,58,33.1,63.9,"D",0.189346171730919,2267,2267,"ID",4
"Idaho","2020","2020-11-03","2020-09-24","2020-10-22",2020-10-08,"SurveyMonkey",1625,40,58,33.1,63.9,"D",0.189346171730919,2268,2268,"ID",4
"Idaho","2020","2020-11-03","2020-09-24","2020-10-21",2020-10-07,"SurveyMonkey",1607,40,58,33.1,63.9,"D",0.189346171730919,2269,2269,"ID",4
"Idaho","2020","2020-11-03","2020-09-24","2020-10-21",2020-10-07,"SurveyMonkey",1607,40,57,33.1,63.9,"D",0.189346171730919,2270,2270,"ID",4
"Idaho","2020","2020-11-03","2020-09-23","2020-10-20",2020-10-06,"SurveyMonkey",1547,40,57,33.1,63.9,"D",0.189346171730919,2271,2271,"ID",5
"Idaho","2020","2020-11-03","2020-09-23","2020-10-20",2020-10-06,"SurveyMonkey",1547,41,57,33.1,63.9,"D",0.214038784321291,2272,2272,"ID",5
"Idaho","2020","2020-11-03","2020-09-21","2020-10-19",2020-10-05,"SurveyMonkey",1510,40,57,33.1,63.9,"D",0.189346171730919,2273,2273,"ID",5
"Idaho","2020","2020-11-03","2020-09-21","2020-10-19",2020-10-05,"SurveyMonkey",1510,41,57,33.1,63.9,"D",0.214038784321291,2274,2274,"ID",5
"Idaho","2020","2020-11-03","2020-09-21","2020-10-18",2020-10-04,"SurveyMonkey",1482,40,58,33.1,63.9,"D",0.189346171730919,2275,2275,"ID",5
"Idaho","2020","2020-11-03","2020-09-21","2020-10-18",2020-10-04,"SurveyMonkey",1482,41,57,33.1,63.9,"D",0.214038784321291,2276,2276,"ID",5
"Idaho","2020","2020-11-03","2020-09-20","2020-10-17",2020-10-03,"SurveyMonkey",1461,39,58,33.1,63.9,"D",0.164028363746629,2277,2277,"ID",5
"Idaho","2020","2020-11-03","2020-09-20","2020-10-17",2020-10-03,"SurveyMonkey",1461,40,58,33.1,63.9,"D",0.189346171730919,2278,2278,"ID",5
"Idaho","2020","2020-11-03","2020-09-19","2020-10-16",2020-10-02,"SurveyMonkey",1431,38,60,33.1,63.9,"D",0.138052877343369,2279,2279,"ID",5
"Idaho","2020","2020-11-03","2020-09-19","2020-10-16",2020-10-02,"SurveyMonkey",1431,39,59,33.1,63.9,"D",0.164028363746629,2280,2280,"ID",5
"Idaho","2020","2020-11-03","2020-09-18","2020-10-15",2020-10-01,"SurveyMonkey",1364,38,60,33.1,63.9,"D",0.138052877343369,2281,2281,"ID",5
"Idaho","2020","2020-11-03","2020-09-18","2020-10-15",2020-10-01,"SurveyMonkey",1364,39,59,33.1,63.9,"D",0.164028363746629,2282,2282,"ID",5
"Idaho","2020","2020-11-03","2020-09-17","2020-10-14",2020-09-30,"SurveyMonkey",1296,39,59,33.1,63.9,"D",0.164028363746629,2283,2283,"ID",5
"Idaho","2020","2020-11-03","2020-09-17","2020-10-14",2020-09-30,"SurveyMonkey",1296,39,58,33.1,63.9,"D",0.164028363746629,2284,2284,"ID",5
"Illinois","2020","2020-11-03","2020-10-31","2020-11-01",2020-10-31,"Research Co.",450,55,38,57.5,40.6,"D",-0.0444517625708338,2285,2285,"IL",1
"Illinois","2020","2020-11-03","2020-10-27","2020-11-01",2020-10-29,"Swayable",485,55.1,43.6,57.5,40.6,"D",-0.042635231644436,2286,2286,"IL",1
"Illinois","2020","2020-11-03","2020-10-26","2020-11-01",2020-10-29,"Victory Research",1208,54.1,38.2,57.5,40.6,"D",-0.0609507619508689,2287,2287,"IL",1
"Illinois","2020","2020-11-03","2020-10-20","2020-11-01",2020-10-26,"SurveyMonkey",4848,58,39,57.5,40.6,"D",0.00865806274311453,2288,2288,"IL",2
"Illinois","2020","2020-11-03","2020-10-20","2020-11-01",2020-10-26,"SurveyMonkey",4848,58,40,57.5,40.6,"D",0.00865806274311453,2289,2289,"IL",2
"Illinois","2020","2020-11-03","2020-10-18","2020-10-31",2020-10-24,"SurveyMonkey",5013,58,39,57.5,40.6,"D",0.00865806274311453,2290,2290,"IL",2
"Illinois","2020","2020-11-03","2020-10-18","2020-10-31",2020-10-24,"SurveyMonkey",5013,57,41,57.5,40.6,"D",-0.00873367996875455,2291,2291,"IL",2
"Illinois","2020","2020-11-03","2020-10-17","2020-10-30",2020-10-23,"SurveyMonkey",4921,58,39,57.5,40.6,"D",0.00865806274311453,2292,2292,"IL",2
"Illinois","2020","2020-11-03","2020-10-17","2020-10-30",2020-10-23,"SurveyMonkey",4921,58,40,57.5,40.6,"D",0.00865806274311453,2293,2293,"IL",2
"Illinois","2020","2020-11-03","2020-10-16","2020-10-29",2020-10-22,"SurveyMonkey",4782,58,40,57.5,40.6,"D",0.00865806274311453,2294,2294,"IL",2
"Illinois","2020","2020-11-03","2020-10-16","2020-10-29",2020-10-22,"SurveyMonkey",4782,57,41,57.5,40.6,"D",-0.00873367996875455,2295,2295,"IL",2
"Illinois","2020","2020-11-03","2020-10-01","2020-10-28",2020-10-14,"SurveyMonkey",8056,58,39,57.5,40.6,"D",0.00865806274311453,2296,2296,"IL",3
"Illinois","2020","2020-11-03","2020-10-01","2020-10-28",2020-10-14,"SurveyMonkey",8056,57,41,57.5,40.6,"D",-0.00873367996875455,2297,2297,"IL",3
"Illinois","2020","2020-11-03","2020-09-30","2020-10-27",2020-10-13,"SurveyMonkey",7810,58,39,57.5,40.6,"D",0.00865806274311453,2298,2298,"IL",4
"Illinois","2020","2020-11-03","2020-09-30","2020-10-27",2020-10-13,"SurveyMonkey",7810,57,41,57.5,40.6,"D",-0.00873367996875455,2299,2299,"IL",4
"Illinois","2020","2020-11-03","2020-10-23","2020-10-26",2020-10-24,"Swayable",424,54.2,43.1,57.5,40.6,"D",-0.0591040393577042,2300,2300,"IL",2
"Illinois","2020","2020-11-03","2020-09-27","2020-10-25",2020-10-11,"SurveyMonkey",7649,58,39,57.5,40.6,"D",0.00865806274311453,2301,2301,"IL",4
"Illinois","2020","2020-11-03","2020-09-27","2020-10-25",2020-10-11,"SurveyMonkey",7649,57,40,57.5,40.6,"D",-0.00873367996875455,2302,2302,"IL",4
"Illinois","2020","2020-11-03","2020-09-26","2020-10-24",2020-10-10,"SurveyMonkey",7633,58,39,57.5,40.6,"D",0.00865806274311453,2303,2303,"IL",4
"Illinois","2020","2020-11-03","2020-09-26","2020-10-24",2020-10-10,"SurveyMonkey",7633,57,40,57.5,40.6,"D",-0.00873367996875455,2304,2304,"IL",4
"Illinois","2020","2020-11-03","2020-09-25","2020-10-23",2020-10-09,"SurveyMonkey",7609,58,39,57.5,40.6,"D",0.00865806274311453,2305,2305,"IL",4
"Illinois","2020","2020-11-03","2020-09-25","2020-10-23",2020-10-09,"SurveyMonkey",7609,58,40,57.5,40.6,"D",0.00865806274311453,2306,2306,"IL",4
"Illinois","2020","2020-11-03","2020-09-24","2020-10-22",2020-10-08,"SurveyMonkey",7606,58,38,57.5,40.6,"D",0.00865806274311453,2307,2307,"IL",4
"Illinois","2020","2020-11-03","2020-09-24","2020-10-22",2020-10-08,"SurveyMonkey",7606,58,40,57.5,40.6,"D",0.00865806274311453,2308,2308,"IL",4
"Illinois","2020","2020-11-03","2020-09-24","2020-10-21",2020-10-07,"SurveyMonkey",7554,58,38,57.5,40.6,"D",0.00865806274311453,2309,2309,"IL",4
"Illinois","2020","2020-11-03","2020-09-24","2020-10-21",2020-10-07,"SurveyMonkey",7554,58,39,57.5,40.6,"D",0.00865806274311453,2310,2310,"IL",4
"Illinois","2020","2020-11-03","2020-09-23","2020-10-20",2020-10-06,"SurveyMonkey",7436,58,39,57.5,40.6,"D",0.00865806274311453,2311,2311,"IL",5
"Illinois","2020","2020-11-03","2020-09-23","2020-10-20",2020-10-06,"SurveyMonkey",7436,58,40,57.5,40.6,"D",0.00865806274311453,2312,2312,"IL",5
"Illinois","2020","2020-11-03","2020-09-22","2020-10-19",2020-10-05,"SurveyMonkey",7410,59,38,57.5,40.6,"D",0.0257524961024148,2313,2313,"IL",5
"Illinois","2020","2020-11-03","2020-09-22","2020-10-19",2020-10-05,"SurveyMonkey",7410,58,39,57.5,40.6,"D",0.00865806274311453,2314,2314,"IL",5
"Illinois","2020","2020-11-03","2020-09-21","2020-10-18",2020-10-04,"SurveyMonkey",7417,59,38,57.5,40.6,"D",0.0257524961024148,2315,2315,"IL",5
"Illinois","2020","2020-11-03","2020-09-21","2020-10-18",2020-10-04,"SurveyMonkey",7417,59,39,57.5,40.6,"D",0.0257524961024148,2316,2316,"IL",5
"Illinois","2020","2020-11-03","2020-09-19","2020-10-17",2020-10-03,"SurveyMonkey",7432,59,38,57.5,40.6,"D",0.0257524961024148,2317,2317,"IL",5
"Illinois","2020","2020-11-03","2020-09-19","2020-10-17",2020-10-03,"SurveyMonkey",7432,59,39,57.5,40.6,"D",0.0257524961024148,2318,2318,"IL",5
"Illinois","2020","2020-11-03","2020-09-18","2020-10-16",2020-10-02,"SurveyMonkey",7441,60,37,57.5,40.6,"D",0.0425596144187959,2319,2319,"IL",5
"Illinois","2020","2020-11-03","2020-09-18","2020-10-16",2020-10-02,"SurveyMonkey",7441,60,38,57.5,40.6,"D",0.0425596144187959,2320,2320,"IL",5
"Illinois","2020","2020-11-03","2020-09-17","2020-10-15",2020-10-01,"SurveyMonkey",7469,60,36,57.5,40.6,"D",0.0425596144187959,2321,2321,"IL",5
"Illinois","2020","2020-11-03","2020-09-17","2020-10-15",2020-10-01,"SurveyMonkey",7469,60,37,57.5,40.6,"D",0.0425596144187959,2322,2322,"IL",5
"Illinois","2020","2020-11-03","2020-09-17","2020-10-14",2020-09-30,"SurveyMonkey",7232,60,37,57.5,40.6,"D",0.0425596144187959,2323,2323,"IL",5
"Illinois","2020","2020-11-03","2020-09-17","2020-10-14",2020-09-30,"SurveyMonkey",7232,60,38,57.5,40.6,"D",0.0425596144187959,2324,2324,"IL",5
"Indiana","2020","2020-11-03","2020-10-27","2020-11-01",2020-10-29,"Swayable",264,43,55.2,41,57,"D",0.0476280489892547,2325,2325,"IN",1
"Indiana","2020","2020-11-03","2020-10-20","2020-11-01",2020-10-26,"SurveyMonkey",2392,44,54,41,57,"D",0.0706175672139534,2326,2326,"IN",2
"Indiana","2020","2020-11-03","2020-10-20","2020-11-01",2020-10-26,"SurveyMonkey",2392,44,54,41,57,"D",0.0706175672139534,2327,2327,"IN",2
"Indiana","2020","2020-11-03","2020-10-22","2020-10-31",2020-10-26,"Morning Consult",1147,42,53.4,41,57,"D",0.0240975515790605,2328,2328,"IN",2
"Indiana","2020","2020-11-03","2020-10-18","2020-10-31",2020-10-24,"SurveyMonkey",2545,44,53,41,57,"D",0.0706175672139534,2329,2329,"IN",2
"Indiana","2020","2020-11-03","2020-10-18","2020-10-31",2020-10-24,"SurveyMonkey",2545,44,54,41,57,"D",0.0706175672139534,2330,2330,"IN",2
"Indiana","2020","2020-11-03","2020-10-17","2020-10-30",2020-10-23,"SurveyMonkey",2536,45,53,41,57,"D",0.093090423066012,2331,2331,"IN",2
"Indiana","2020","2020-11-03","2020-10-17","2020-10-30",2020-10-23,"SurveyMonkey",2536,44,54,41,57,"D",0.0706175672139534,2332,2332,"IN",2
"Indiana","2020","2020-11-03","2020-10-15","2020-10-29",2020-10-22,"SurveyMonkey",2570,45,53,41,57,"D",0.093090423066012,2333,2333,"IN",2
"Indiana","2020","2020-11-03","2020-10-15","2020-10-29",2020-10-22,"SurveyMonkey",2570,44,54,41,57,"D",0.0706175672139534,2334,2334,"IN",2
"Indiana","2020","2020-11-03","2020-10-01","2020-10-28",2020-10-14,"SurveyMonkey",4734,44,54,41,57,"D",0.0706175672139534,2335,2335,"IN",3
"Indiana","2020","2020-11-03","2020-10-01","2020-10-28",2020-10-14,"SurveyMonkey",4734,43,55,41,57,"D",0.0476280489892547,2336,2336,"IN",3
"Indiana","2020","2020-11-03","2020-09-30","2020-10-27",2020-10-13,"SurveyMonkey",4585,44,54,41,57,"D",0.0706175672139534,2337,2337,"IN",4
"Indiana","2020","2020-11-03","2020-09-30","2020-10-27",2020-10-13,"SurveyMonkey",4585,43,55,41,57,"D",0.0476280489892547,2338,2338,"IN",4
"Indiana","2020","2020-11-03","2020-10-23","2020-10-26",2020-10-24,"Swayable",301,42.3,52.9,41,57,"D",0.0312150193479245,2339,2339,"IN",2
"Indiana","2020","2020-11-03","2020-09-28","2020-10-25",2020-10-11,"SurveyMonkey",4431,44,53,41,57,"D",0.0706175672139534,2340,2340,"IN",4
"Indiana","2020","2020-11-03","2020-09-28","2020-10-25",2020-10-11,"SurveyMonkey",4431,44,54,41,57,"D",0.0706175672139534,2341,2341,"IN",4
"Indiana","2020","2020-11-03","2020-09-27","2020-10-24",2020-10-10,"SurveyMonkey",4382,44,53,41,57,"D",0.0706175672139534,2342,2342,"IN",4
"Indiana","2020","2020-11-03","2020-09-27","2020-10-24",2020-10-10,"SurveyMonkey",4382,43,54,41,57,"D",0.0476280489892547,2343,2343,"IN",4
"Indiana","2020","2020-11-03","2020-09-26","2020-10-23",2020-10-09,"SurveyMonkey",4342,44,53,41,57,"D",0.0706175672139534,2344,2344,"IN",4
"Indiana","2020","2020-11-03","2020-09-26","2020-10-23",2020-10-09,"SurveyMonkey",4342,44,54,41,57,"D",0.0706175672139534,2345,2345,"IN",4
